Data e Hora,Direção,Hex,ASCII,Nota
06:27:00.372,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 A0 80 1E 00 D4 01,,
06:27:00.936,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:27:00.993,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:27:01.556,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:27:01.609,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:27:02.186,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:27:02.245,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:27:02.824,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:27:02.881,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:27:03.442,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:27:03.494,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:27:04.064,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:27:04.121,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:27:04.656,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:27:04.711,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:27:05.266,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
06:27:05.329,EQP_TO_SOF,04 06 0B 00 01 40 00 00 00 00 00 00 00 00 00 00 00 00 40 00 00 00 20 80 1E 00 54 01,,
06:27:05.887,SOF_TO_EQP,04 00 00 00 04 00,,AQUECIMENTO / AGUARDE
